picCode,Category,Sub1,Sub2,ProductName,Q1,Q2,Q3,Q4,P1,P2,P3,P4,brands,brand_image,excel_id,,t1,t2,t3,t4,u1,u2,u3,u4
199,Beverages,Drinks,Juices,Nestle Fruita Vital Peach Fruit Drink,1 ltr,,,,150,,,,Nestle,,191,0,,,,,,,,
200,Beverages,Drinks,Juices,Nestle Fruita Vital Red Grape Fruit Drink,1 ltr,200 ml,,,150,30,,,Nestle,,192,0,,,,,,,,
201,Beverages,Drinks,Juices,Nestle Nesfruta Apple Fruit Drink,1 ltr,200 ml,,,100,20,,,Nestle,,193,0,,,,,,,,
202,Beverages,Drinks,Juices,Nestle Fruita Vital Kinnow Fruit Nectar,1 ltr,,,,150,,,,Nestle,,194,0,,,,,,,,
203,Beverages,Drinks,Juices,Nestle Fruita Vital White Grape & Lychee,1 ltr,,,,220,,,,Nestle,,195,0,,,,,,,,
204,Beverages,Drinks,Juices,Rani Pulpy Orange,1 ltr,,,,150,,,,Rani,,196,0,,,,,,,,
205,Beverages,Drinks,Juices,Nestle Fruita Vital Guava Fruit Nectar,1 lte,200 ml,,,150,30,,,Nestle,,197,0,,,,,,,,
206,Beverages,Drinks,Juices,Nestle Fruita Vital Apple Fruit Nectar,1 lte,200 ml,,,150,30,,,Nestle,,198,0,,,,,,,,
207,Beverages,Drinks,Juices,Shezan All Pure Orange Juice,1 ltr,,,,135,,,,Shezan,,199,0,,,,,,,,
208,Beverages,Drinks,Juices,Rani Floats Mango ,240 ml,,,,55,,,,Rani,,200,0,,,,,,,,
209,Beverages,Drinks,Juices,Shezan All Pure Mango Juice,1 ltr,,,,120,,,,Shezan,,201,0,,,,,,,,
210,Beverages,Drinks,Juices,Shezan All Pure Grape Juice,1 ltr,250 ml,,,135,30,,,Shezan,,202,0,,,,,,,,
211,Beverages,Drinks,Juices,Shezan All Pure Guava Juice,1 ltr,,,,120,,,,Shezan,,203,0,,,,,,,,
212,Beverages,Drinks,Soft Drink,7up Buddy Pack,300 ml,,,,30,,,,Pepsi,,204,0,,,,,,,,
213,Beverages,Drinks,Soft Drink,Pepsi Tin Pack ,250 ml,300 ml,,,35,35,,,Pepsi,,205,0,,,,,,,,
214,Beverages,Drinks,Soft Drink,7 up Bottle,500 ml,1.5 ltr,2.25 ltr,,45,85,110,,Pepsi,,206,0,,,,,,,,
215,Beverages,Drinks,Soft Drink,Pepsi Bottle,1.5 ltr,500 ml,345 ml,2.25 ltr,85,45,35,110,Pepsi,,207,0,,,,,,,,
216,Beverages,Drinks,Soft Drink,Mirinda Bottle,500 ml,345 ml,1.5 ltr,2.25 ltr,45,35,85,110,Pepsi,,208,0,,,,,,,,
217,Beverages,Drinks,Soft Drink,Coca Cola (Coke) Tin Pack,250 ml,330 ml,,,35,45,,,Coca Cola,,209,0,,,,,,,,
218,Beverages,Drinks,Soft Drink,7up Diet Bottle,500 ml,1.5 ltr,2.25 ltr,,45,85,110,,Pepsi,,210,0,,,,,,,,
219,Beverages,Drinks,Soft Drink,Mountain Dew Bottle,1.5 ltr,500 ml,345 ml,2.25 ltr,85,45,30,110,Pepsi,,211,0,,,,,,,,
220,Beverages,Drinks,Soft Drink,7up Tin Pack,300 ml,250 ml,,,35,35,,,Pepsi,,212,0,,,,,,,,
221,Beverages,Drinks,Soft Drink,Coca Cola (Coke) Bottle,500 ml,1.5 ltr,2.25 ltr,,45,85,110,,Coca Cola,,213,0,,,,,,,,
222,Beverages,Drinks,Soft Drink,Sprite Bottle,500 ml,2.25 ltr,1.5 ltr,,40,110,85,,Coca Cola,,214,0,,,,,,,,
223,Beverages,Drinks,Soft Drink,Coca Cola (Coke) Diet,500 ml,1.5 ltr,,,45,85,,,Coca Cola,,215,0,,,,,,,,
224,Beverages,Drinks,Soft Drink,Mountain Dew Tin Pack,300 ml,330 ml,,,35,45,,,Pepsi,,216,0,,,,,,,,
225,Beverages,Drinks,Soft Drink,Fanta Orange Bottle,500 ml,1.5 ltr,2.25 ltr,,40,85,105,,Coca Cola,,217,0,,,,,,,,
226,Beverages,Drinks,Soft Drink,Fanta Orange Tin Pack,330 ml,,,,45,,,,Coca Cola,,218,0,,,,,,,,
227,Beverages,Drinks,Soft Drink,Sprite Zero Bottle ,500 ml,1.5 ltr,,,45,90,,,Coca Cola,,219,0,,,,,,,,
228,Beverages,Drinks,Soft Drink,Pepsi Diet Bottle,1.5 ltr,500 ml,,,85,45,,,Pepsi,,220,0,,,,,,,,
229,Beverages,Drinks,Syrups & Squashes,Bake Parlor Icecream Sysups,800 ml,,,,132,,,,Bake Parlor,,221,0,,,,,,,,
230,Beverages,Drinks,Syrups & Squashes,Hamdard Rooh Afza,800 ml,1.5 ltr,,,170,300,,,Hamdard,,222,0,,,,,,,,
231,Beverages,Drinks,Syrups & Squashes,Qarshi Jam-e-Shireen,800 ml,1.5 ltr,3 ltr,,180,315,600,,Qarshi,,223,0,,,,,,,,
232,Beverages,Drinks,Syrups & Squashes,Qarshi Jam-e-Shireen Sugar Free,800 ml,,,,170,,,,Qarshi,,224,0,,,,,,,,
233,Beverages,Drinks,Syrups & Squashes,Mitchell's Mix Fruite Squashe,800 ml,1.5 ltr,,,165,270,,,Mitchell's,,225,0,,,,,,,,
234,Beverages,Drinks,Syrups & Squashes,Shezan Lemon Barley Squashe,800 ml,,,,160,,,,Shezan,,226,0,,,,,,,,
235,Beverages,Drinks,Syrups & Squashes,Shezan Samarqand Sharbat,800 ml,,,,160,,,,Shezan,,227,0,,,,,,,,
240,Beverages,Drinks,Nutritional Drinks,Horlicks Chocolate,500 gm,,,,450,,,,Horlicks,,232,0,,,,,,,,
241,Beverages,Drinks,Nutritional Drinks,Horlicks Classic Malt,500 gm,,,,450,,,,Horlicks,,233,0,,,,,,,,
242,Beverages,Drinks,Nutritional Drinks,Complan Straawberry,200 gm,,,,225,,,,Complan,,234,0,,,,,,,,
243,Beverages,Drinks,Nutritional Drinks,Energile Mix Fruit,400 gm,100 gm,,,130,45,,,Energile,,235,0,,,,,,,,
244,Beverages,Drinks,Nutritional Drinks,Cadbury Bournvita Drinking Powder,500 gm,200 gm,,,550,265,,,Cadbury,,236,0,,,,,,,,
245,Beverages,Drinks,Nutritional Drinks,Complan Chocolate,500 gm,,,,450,,,,Complan,,237,0,,,,,,,,
246,Beverages,Drinks,Nutritional Drinks,Complan Mango,200 gm,,,,225,,,,Complan,,238,0,,,,,,,,
247,Beverages,Drinks,Nutritional Drinks,Ovaltine Original,100 gm,,,,180,,,,Ovaltine,,239,0,,,,,,,,
248,Beverages,Tea ,Supreme,Supreme Black Tea,95 gm,,,,82,,,,Supreme,,240,0,,,,,,,,
249,Beverages,Tea ,Supreme,Supreme Black Tea,190 gm,475 gm,,,155,410,,,Supreme,,241,0,,,,,,,,
250,Beverages,Tea ,Supreme,Supreme Black Tea Pouch,950 gm,,,,780,,,,Supreme,,242,0,,,,,,,,
251,Beverages,Tea ,Supreme,Supreme Black Tea Jar,450 gm,,,,460,,,,Supreme,,243,0,,,,,,,,
252,Beverages,Tea ,Lipton,Lipton Yellow Label Black Tea,95 gm,380 gm,475 gm,950 gm,90,370,450,820,Lipton,,244,0,,,,,,,,
253,Beverages,Tea ,Lipton,Lipton Yellow Label Black Tea Bags,50 Sachets,100 Sachets,,,200,390,,,Lipton,,245,0,,,,,,,,
254,Beverages,Tea ,Lipton,Lipton Yellow Label Black Tea Jar,475 gm,,,,510,,,,Lipton,,246,0,,,,,,,,
255,Beverages,Tea ,Lipton,Lipton Yellow Label Black Tea,190 gm,,,,195,,,,Lipton,,247,0,,,,,,,,
256,Beverages,Tea ,Tapal,Tapal Danedar Black Tea,95 gm,385 gm,950 gm,190 gm,85,335,950,170,Tapal,,248,0,,,,,,,,
257,Beverages,Tea ,Tapal,Tapal Danedar Black Tea Jar,450 gm,,,,435,,,,Tapal,,249,0,,,,,,,,
258,Beverages,Tea ,Tapal,Tapal Danedar Black Tea Bag,50 Sachets,100 Sachets,,,200,390,,,Tapal,,250,0,,,,,,,,
259,Beverages,Tea ,Tapal,Tapal Family Mixture,190 gm,475 gm,950 gm,,145,370,710,,Tapal,,251,0,,,,,,,,
260,Beverages,Tea ,Tapal,Tapal Family Mixture Jar,450 gm,,,,410,,,,Tapal,,252,0,,,,,,,,
261,Beverages,Tea ,Tapal,Tapal Tezdam Black Tea,475 gm,950 gm,,,355,685,,,Tapal,,253,0,,,,,,,,
262,Beverages,Tea ,Tapal,Tapal Tezdam Black Tea,95 gm,190 gm,,,70,135,,,Tapal,,254,0,,,,,,,,
263,Beverages,Tea ,Geen Tea,Lipton Green Tea Bags -Lemon,25 Sachets,,,,100,,,,Lipton,,255,0,,,,,,,,
264,Beverages,Tea ,Geen Tea,Tapal Green Tea Elaichi,45 gm,,,,95,,,,Tapal,,256,0,,,,,,,,
265,Beverages,Tea ,Geen Tea,Tapal Green Tea Lemon,45 gm,,,,95,,,,Tapal,,257,0,,,,,,,,
266,Beverages,Tea ,Geen Tea,Tapal Green Tea Bags - Lemon ,90 Sachets,,,,315,,,,Tapal,,258,0,,,,,,,,
267,Beverages,Tea ,Geen Tea,Tapal Green Tea Jasmin Jar,100 gm,,,,120,,,,Tapal,,259,0,,,,,,,,
268,Beverages,Tea ,Geen Tea,Tapal Green Tea lemon Jar,100 gm,,,,130,,,,Tapal,,260,0,,,,,,,,
269,Beverages,Tea ,Geen Tea,Tapal Green Tea bags Selection Pack,32 Sachets,,,,105,,,,Tapal,,261,0,,,,,,,,
270,Beverages,Tea ,Geen Tea,Lipton Clear Green Tea Bag Mint,25 Sachets,,,,100,,,,Lipton,,262,0,,,,,,,,
271,Beverages,Tea ,Geen Tea,Lipton Green Tea Bag Pure & Light,25 Sachets,,,,100,,,,Lipton,,263,0,,,,,,,,
272,Beverages,Coffee,Nestle,Nestle Coffee Mate,170 gm,400 gm,,,190,350,,,Nestle,,264,0,,,,,,,,
273,Beverages,Coffee,Nescafe,Nescafe Matinal Coffee,50 gm ,,,,200,,,,Nescafe,,265,0,,,,,,,,
274,Beverages,Coffee,Nescafe,Nescafe Gold Coffee,50 gm,100 gm,200 GM,,400,545,820,,Nescafe,,266,0,,,,,,,,
275,Beverages,Coffee,Nescafe,Nescafe 3 in 1 box 20 gm,24 Sachets,,,,480,,,,Nescafe,,267,0,,,,,,,,
276,Beverages,Coffee,Nescafe,Nescafe Classic Jar,100 gm,50 gm,200 gm,,315,165,520,,Nescafe,,268,0,,,,,,,,
277,Beverages,Coffee,Nescafe,Nescafe Manu-Lette,6 Sachets,,,,460,,,,Nescafe,,269,0,,,,,,,,
278,Beverages,Coffee,Nescafe,Nescafe Manu-Cappuccino,10 Sachets,,,,460,,,,Nescafe,,270,0,,,,,,,,
279,Snacks & Biscuits ,Biscuits & Cookies,Peek Freans,Peek Freans Sooper biscuit,Ticky Pack ,Half Roll,Family Pack,,120,15,35,,Peek Freans,,271,0,,,,,,,,
280,Snacks & Biscuits ,Biscuits & Cookies,Peek Freans,Peek Freans Peanut Pik Biscuit,Ticky Pack ,Half Roll,Family Pack,,120,15,40,,Peek Freans,,272,0,,,,,,,,
281,Snacks & Biscuits ,Biscuits & Cookies,Peek Freans,Peek Freans Peanut Pista Biscuit,Half Roll,Family Pack,,,15,40,,,Peek Freans,,273,0,,,,,,,,
282,Snacks & Biscuits ,Biscuits & Cookies,Peek Freans,Peek Freans Party Biscuit,Half Roll,Family Pack,,,15,40,,,Peek Freans,,274,0,,,,,,,,
283,Snacks & Biscuits ,Biscuits & Cookies,Peek Freans,Peek Freans Click Biscuit,Ticky Pack ,Half Roll,Family Pack,,120,15,40,,Peek Freans,,275,0,,,,,,,,
284,Snacks & Biscuits ,Biscuits & Cookies,Peek Freans,Peek Freans Butter Puff Biscuit,Ticky Pack ,Half Roll,Family Pack,,120,15,40,,Peek Freans,,276,0,,,,,,,,
285,Snacks & Biscuits ,Biscuits & Cookies,Peek Freans,Peek Freans Gluco Biscuit,Ticky Pack ,Half Roll,Family Pack,,120,15,40,,Peek Freans,,277,0,,,,,,,,
286,Snacks & Biscuits ,Biscuits & Cookies,Peek Freans,Peek Freans RIO Strawberry & Vanila ,Ticky Pack ,Half Roll,Family Pack,,120,15,40,,Peek Freans,,278,0,,,,,,,,
287,Snacks & Biscuits ,Biscuits & Cookies,Peek Freans,Peek Freans RIO Vanila ,Ticky Pack ,Half Roll,Family Pack,,120,15,40,,Peek Freans,,279,0,,,,,,,,
288,Snacks & Biscuits ,Biscuits & Cookies,Peek Freans,Peek Freans RIO Chocolate & Vanila ,Ticky Pack ,Half Roll,Family Pack,,120,15,40,,Peek Freans,,280,0,,,,,,,,
289,Snacks & Biscuits ,Biscuits & Cookies,Peek Freans,Peek Freans RIO Chocolate  Biscuit ,Ticky Pack ,Half Roll,Family Pack,,120,15,40,,Peek Freans,,281,0,,,,,,,,
290,Snacks & Biscuits ,Biscuits & Cookies,Peek Freans,Peek Freans Saltish  Biscuit ,Half Roll,Family Pack,,,15,40,,,Peek Freans,,282,0,,,,,,,,
291,Snacks & Biscuits ,Biscuits & Cookies,LU,Lu Prince Pineapple Biscuit,Half Roll,,,,15,,,,LU,,283,0,,,,,,,,
292,Snacks & Biscuits ,Biscuits & Cookies,LU,LU Gala Biscuits,Mini Half Roll,Half Roll,Family Pack,,10,15,40,,LU,,284,0,,,,,,,,
293,Snacks & Biscuits ,Biscuits & Cookies,LU,LU Candi Biscuits,Ticky Pack ,Half Roll,Family Pack,,120,15,40,,LU,,285,0,,,,,,,,
294,Snacks & Biscuits ,Biscuits & Cookies,LU,LU Zeera Plus Biscuits,Ticky Pack ,Half Roll,Family Pack,,120,15,40,,LU,,286,0,,,,,,,,
295,Snacks & Biscuits ,Biscuits & Cookies,LU,LU Bakeri Butter Cookies,Bar Pack,Snack Pack,Family Pack,,10,20,40,,LU,,287,0,,,,,,,,
296,Snacks & Biscuits ,Biscuits & Cookies,LU,LU Prince Chocolate Biscuits,Ticky Pack ,Half Roll,Family Pack,,120,15,40,,LU,,288,0,,,,,,,,
297,Snacks & Biscuits ,Biscuits & Cookies,LU,LU Tuc Biscuits,Ticky Pack ,Half Roll,Family Pack,,120,17,40,,LU,,289,0,,,,,,,,
298,Snacks & Biscuits ,Biscuits & Cookies,LU,LU Prince Strawberry Biscuits,Ticky Pack ,Half Roll,,,120,15,,,LU,,290,0,,,,,,,,
299,Snacks & Biscuits ,Biscuits & Cookies,LU,LU Ore Biscuits,Ticky Pack ,Half Roll,Family Pack,,120,20,45,,LU,,291,0,,,,,,,,
300,Snacks & Biscuits ,Biscuits & Cookies,Bisconni,Bisconni Cocomo Biscuits,Ticky Pack ,Pouch,,,120,10,,,Bisconni,,292,0,,,,,,,,
301,Snacks & Biscuits ,Biscuits & Cookies,Bisconni,Bisconni Chocolate Biscuits,Ticky Pack ,Half Roll,Family Pack,,120,120,35,,Bisconni,,293,0,,,,,,,,
302,Snacks & Biscuits ,Biscuits & Cookies,Bisconni,Bisconni Novita Chocolate Wafer,Half Roll,,,,10,,,,Bisconni,,294,0,,,,,,,,
303,Snacks & Biscuits ,Biscuits & Cookies,Bisconni,Bisconni Novita Orange Wafer,Half Roll,,,,10,,,,Bisconni,,295,0,,,,,,,,
304,Snacks & Biscuits ,Biscuits & Cookies,Hilal,Hilal Cupkake Chocolate,12 pc,,,,120,,,,Hilal,,296,0,,,,,,,,
305,Snacks & Biscuits ,Biscuits & Cookies,Hilal,Hilal Cupkake Strawbessry ,12 pc,,,,120,,,,Hilal,,297,0,,,,,,,,
306,Snacks & Biscuits ,Biscuits & Cookies,Kolson,Kolson Bravo Biscuits,Ticky Pack ,Half Roll,Half Roll x 6,,120,15,90,,Kolson,,298,0,,,,,,,,
307,Snacks & Biscuits ,Biscuits & Cookies,Kolson,Kolson Jam Heart Vanila,Ticky Pack ,Half Roll,Half Roll x 6,,150,15,90,,Kolson,,299,0,,,,,,,,
308,Snacks & Biscuits ,Biscuits & Cookies,Kolson,Kolson Jam Heart Chocolate,Ticky Pack ,Half Roll,Half Roll x 6,,120,15,90,,Kolson,,300,0,,,,,,,,
309,Snacks & Biscuits ,Biscuits & Cookies,Mayfair,Cafe Biscuits,Ticky Pack ,Half Roll ,Half Roll ,,120,15,15,,Mayfair,,301,0,,,,,,,,
310,Snacks & Biscuits ,Snacks & Nimko,Lays,Lays Masala Potato Chips,22 gm,50 gm,120 gm,200 gm,10,30,50,100,Lays,,302,0,,,,,,,,
311,Snacks & Biscuits ,Snacks & Nimko,Lays,Lays French Potato Cheese,22 gm,50 gm,120 gm,200 gm,10,30,50,100,Lays,,303,0,,,,,,,,
312,Snacks & Biscuits ,Snacks & Nimko,Lays,Lays Wavy B.B.Q. Chips,33 gm,68 gm,,,25,50,,,Lays,,304,1,,,,,,,,
313,Snacks & Biscuits ,Snacks & Nimko,Lays,Lays Wavy Salt & Black Pepper Chips,33 gm,,,,25,,,,Lays,,305,1,,,,,,,,
314,Snacks & Biscuits ,Snacks & Nimko,Lays,Lays Salted Potato Chips,22 gm,50 gm,120 gm,200 gm,10,30,50,100,Lays,,306,0,,,,,,,,
315,Snacks & Biscuits ,Snacks & Nimko,Lays,Lays Yougourt n Herb ,27 gm,42 gm,14 gm,72 gm,20,30,10,50,Lays,,307,0,,,,,,,,
316,Snacks & Biscuits ,Snacks & Nimko,Lays,Lays Wavy Balsamic Vinegar & Onion,30 gm,,,,25,,,,Lays,,308,1,,,,,,,,
317,Snacks & Biscuits ,Snacks & Nimko,Lays,Lays Wavy Sour Cream & Onion,80 gm,33 gm,36 gm,,50,25,30,,Lays,,309,0,,,,,,,,
318,Snacks & Biscuits ,Snacks & Nimko,Kolson Chips,Kolson Twitch,18 gm,,,,10,,,,Kolson,,310,0,,,,,,,,
319,Snacks & Biscuits ,Snacks & Nimko,Kolson Chips,Kolson Slanty Jalapeno,22 gm,60 gm,,,10,35,,,Kolson,,311,0,,,,,,,,
320,Snacks & Biscuits ,Snacks & Nimko,Kolson Chips,Kolson Slanty Vegetable,16 gm,60 gm,,,10,35,,,Kolson,,312,0,,,,,,,,
321,Snacks & Biscuits ,Snacks & Nimko,Kolson Chips,Kolson Slanty Salted,22 gm,60 gm,,,10,35,,,Kolson,,313,0,,,,,,,,
322,Snacks & Biscuits ,Snacks & Nimko,Kolson Chips,Kolson Potato Sticks & Salt,30 gm,50 gm,,,10,15,,,Kolson,,314,0,,,,,,,,
323,Snacks & Biscuits ,Snacks & Nimko,Kolson Chips,Kolson Masala Cheese Balls,20 gm,,,,10,,,,Kolson,,315,0,,,,,,,,
324,Snacks & Biscuits ,Snacks & Nimko,Kolson Chips,Kolson Snackers Pizza,18 gm,,,,10,,,,Kolson,,316,0,,,,,,,,
325,Snacks & Biscuits ,Snacks & Nimko,Kolson Chips,Kolson Snackers French Cheese,18 gm,,,,10,,,,Kolson,,317,0,,,,,,,,
326,Snacks & Biscuits ,Snacks & Nimko,Cheetos,Cheetos Star Cream & Herb,13 gm,,,,10,,,,Super Crisp,,318,1,,,,,,,,
327,Snacks & Biscuits ,Snacks & Nimko,Cheetos,Cheetos Crunchy Red Flaming Hot,32 gm,,,,20,,,,Super Crisp,,319,0,,,,,,,,
328,Snacks & Biscuits ,Snacks & Nimko,Cheetos,Cheetos Cheese Ocean Safari,21 gm,,,,15,,,,Super Crisp,,320,0,,,,,,,,
329,Snacks & Biscuits ,Snacks & Nimko,Cheetos,Cheetos Bites Vegetable,17 gm,,,,10,,,,Super Crisp,,321,1,,,,,,,,
330,Snacks & Biscuits ,Snacks & Nimko,Cheetos,Cheetos Ketchup,14 gm,22 gm,,,10,15,,,Super Crisp,,322,0,,,,,,,,
334,Snacks & Biscuits ,Snacks & Nimko,Doritos,Doritos Spicy Sweet Chilli Snacks,11 oz,3.25 oz,Small,,495,180,60,,Doritos,,326,0,,,,,,,,
335,Snacks & Biscuits ,Snacks & Nimko,Doritos,Doritos Nacho Cheese Snacks,60 GM,3.25 oz,7 oz,1 oz,110,180,350,60,Doritos,,327,0,,,,,,,,
336,Snacks & Biscuits ,Snacks & Nimko,Doritos,Doritos Spicy Nacho Snacks,1.25 oz,,,,60,,,,Doritos,,328,0,,,,,,,,
337,Snacks & Biscuits ,Snacks & Nimko,Kurkure,Kurkure Red Chilli Jhatka,32 gm,75 gm,,,15,30,,,Kurkure,,329,0,,,,,,,,
338,Snacks & Biscuits ,Snacks & Nimko,Oye Hoye,Oye Hoye Salt & Pepper Chips,29 gm,14 gm,45 gm,78 gm,20,10,30,50,Oye Hoye,,330,0,,,,,,,,
339,Snacks & Biscuits ,Snacks & Nimko,Oye Hoye,Oye Hoye Masala Chips,29 gm,14 gm,45 gm,78 gm,20,10,30,50,Oye Hoye,,331,0,,,,,,,,
340,Snacks & Biscuits ,Snacks & Nimko,Oye Hoye,Oye Hoye Cheese Chips,29 gm,14 gm,45 gm,78 gm,20,10,30,50,Oye Hoye,,332,0,,,,,,,,
341,Snacks & Biscuits ,Snacks & Nimko,Oye Hoye,Oye Hoye Tomato Chips,29 gm,14 gm,45 gm,78 gm,20,10,30,50,Oye Hoye,,333,0,,,,,,,,
342,Snacks & Biscuits ,Snacks & Nimko,Oye Hoye,Oye Hoye BBQ Chips,29 gm,14 gm,45 gm,78 gm,20,10,30,50,Oye Hoye,,334,0,,,,,,,,
343,Snacks & Biscuits ,Snacks & Nimko,Oye Hoye,Oye Hoye Salt Chips,29 gm,14 gm,45 gm,78 gm,20,10,30,50,Oye Hoye,,335,0,,,,,,,,
345,Personel Care,Oral Care ,Tooth Paste,Doctor Tooth Paste,40 gm,70 gm,150 gm,100 gm,50,65,130,100,Doctor,,336,0,,,,,,,,
346,Personel Care,Oral Care ,Tooth Paste,Colgate Maximum Cavity Protection Tooth paste,100 gm,50 gm,150 gm,200 gm,85,40,125,155,Colgate,,337,0,,,,,,,,
347,Personel Care,Oral Care ,Tooth Paste,Sensodyne Multi Care Tooth Paste,100 gm,,,,215,,,,Sensodyne,,338,0,,,,,,,,
348,Personel Care,Oral Care ,Tooth Paste,Colgate Tooth Paste Advance White,160 gm,,,,155,,,,Colgate,,339,0,,,,,,,,
349,Personel Care,Oral Care ,Tooth Paste,Sparkle Strong Tooth Paste,200 gm,70 gm,,,75,35,,,Sparkle,,340,0,,,,,,,,
350,Personel Care,Oral Care ,Tooth Paste,Close Up Deep Action Tooth Paste,125 gm,,,,125,,,,Close Up,,341,0,,,,,,,,
351,Personel Care,Oral Care ,Tooth Paste,Close Up Gel Red Hot Tooth Paste ,125 gm,70 gm,,,115,75,,,Close Up,,342,0,,,,,,,,
352,Personel Care,Oral Care ,Tooth Paste,English Anti Becterial Tooth Paste,Saver Pack,70 gm,140 gm,,90,50,120,,English,,343,0,,,,,,,,
353,Personel Care,Oral Care ,Tooth Paste,Colgate Herbal Tooth Paste,150 gm,,,,120,,,,Colgate,,344,0,,,,,,,,
354,Personel Care,Oral Care ,Tooth Paste,Forhan's Classic Tooth Paste,70 gm,150 gm,200 gm,120 gm,65,115,150,90,Forhan's,,345,0,,,,,,,,
355,Personel Care,Oral Care ,Tooth Paste,Forhan's Florida Tooth Paste Extra Care,70 gm,150 gm,,,70,120,,,Forhan's,,346,0,,,,,,,,
356,Personel Care,Oral Care ,Tooth Paste,Medicam Regular Tooth Paste,70 gm,150 gm,100 gm,40 gm,80,150,120,55,Medicam,,347,0,,,,,,,,
357,Personel Care,Oral Care ,Tooth Paste,Medicam Herbal Tooth Paste,75 gm,45 gm,,,55,40,,,Medicam,,348,0,,,,,,,,
358,Personel Care,Oral Care ,Tooth Paste,Oral-B 3D Tooth Paste,75 ml,,,,170,,,,Oral-B,,349,0,,,,,,,,
359,Personel Care,Oral Care ,Tooth Paste,English Complete Cavity Protection Toothpaste,70 gm,140 gm,,,50,120,,,English,,350,0,,,,,,,,
0,Personel Care,Oral Care ,Tooth Paste,Sparkle Clove & Pearl Tooth Paste,70 gm,,,,45,,,,Sparkle,,351,1,,,,,,,,
0,Personel Care,Oral Care ,Tooth Paste,Sparkle Tooth Paste,70 gm,,,,35,,,,Sparkle,,352,1,,,,,,,,
362,Personel Care,Oral Care ,Tooth Paste,English Herbal Tooth Paste ,140 gm,,,,120,,,,English,,353,0,,,,,,,,
363,Personel Care,Oral Care ,Tooth Powder,Dentonic Tooth Powder,180 gm,,,,60,,,,Dentonic,,354,0,,,,,,,,
364,Personel Care,Oral Care ,Mouth Wash,Colgate Plax Mouth Wash Cool Mint Imported,250 ml,,,,200,,,,Colgate,,355,0,,,,,,,,
365,Personel Care,Oral Care ,Mouth Wash,Colgate Plax Anti Becterial Mouth Wash Soft Mint Imported,250 ml,,,,200,,,,Colgate,,356,0,,,,,,,,
366,Personel Care,Oral Care ,Mouth Wash,Colgate Plax Mouth Wash Peppermint Fresh,60 ml,250 ml,500 ml,,40,185,250,,Colgate,,357,0,,,,,,,,
367,Personel Care,Oral Care ,Mouth Wash,Colgate Plax Mouth Wash Freshmint Splash,500 ml,,,,250,,,,Colgate,,358,0,,,,,,,,
368,Personel Care,Oral Care ,Mouth Wash,Sensodyne Splash Mouth Wash,500 ml,,,,275,,,,Sensodyne,,359,0,,,,,,,,
369,Personel Care,Oral Care ,Mouth Wash,Medicam Mouth Wash,250 ml,,,,150,,,,Medicam,,360,0,,,,,,,,
370,Personel Care,Oral Care ,Tooth Brush,Colgate Classic Deep Clean Tooth Brush,Medium,,,,35,,,,Colgate,,361,0,,,,,,,,
371,Personel Care,Oral Care ,Tooth Brush,Colgate Classic Clean Tooth Brush,Medium,,,,40,,,,Colgate,,362,0,,,,,,,,
372,Personel Care,Oral Care ,Tooth Brush,Colgate Tooth Brush,Kids,,,,45,,,,Colgate,,363,0,,,,,,,,
373,Personel Care,Oral Care ,Tooth Brush,Colgate Tooth Brush Slim Soft,1 pc,,,,100,,,,Colgate,,364,0,,,,,,,,
374,Personel Care,Oral Care ,Tooth Brush,Oral B Pro Expert Tooth Brush Complete Cross Action,1 pc,,,,240,,,,Oral-B,,365,0,,,,,,,,
375,Personel Care,Oral Care ,Tooth Brush,Oral B Advantage Compete Tooth Brush,Medium,,,,120,,,,Oral-B,,366,0,,,,,,,,
376,Personel Care,Oral Care ,Tooth Brush,Oral B Maxi Clean 3 Effect Tooth Brush,1 pc,,,,90,,,,Oral-B,,367,0,,,,,,,,
377,Personel Care,Oral Care ,Tooth Brush,Oral B Pro Expert Clean Soft Brush,1 pc,,,,150,,,,Oral-B,,368,0,,,,,,,,
378,Personel Care,Oral Care ,Tooth Brush,Oral B Pro Expert Clinic line Tooth Brush,1 pc,,,,300,,,,Oral-B,,369,0,,,,,,,,
379,Personel Care,Oral Care ,Tooth Brush,Sheild Giggles Kids Tooth Brush,1 pc,,,,45,,,,Sheild,,370,1,,,,,,,,
380,Personel Care,Oral Care ,Tooth Brush,Sheild Classic Tooth Brush Soft,1 pc,,,,30,,,,Sheild,,371,1,,,,,,,,
381,Personel Care,Oral Care ,Tooth Brush,Sheild Falcon Tooth Brush ,Medium,,,,35,,,,Sheild,,372,1,,,,,,,,
382,Personel Care,Oral Care ,Tooth Brush,Sheild Flex Adult Tooth Brush,Medium,,,,40,,,,Sheild,,373,1,,,,,,,,
383,Personel Care,Oral Care ,Tooth Brush,Sheild Hippo Kids Tooth Brush,1 pc,,,,50,,,,Sheild,,374,0,,,,,,,,
384,Personel Care,Oral Care ,Tooth Brush,Sheild New Sensation Tooth Brush Soft,1 pc,,,,55,,,,Sheild,,375,1,,,,,,,,
0,Personel Care,Oral Care ,Tooth Brush,Sheild Anti-Bec Tooth Brush Soft,1 pc,,,,60,,,,Sheild,,376,1,,,,,,,,
386,Personel Care,Oral Care ,Tooth Brush,Sensodyne Precision Tooth Brush,Medium,,,,110,,,,Sensodyne,,377,0,,,,,,,,
